"id","name","is_members","lowalch","highalch","examine"
3188,"Cleaning cloth",True,24,36,"A spirit soaked piece of silk which can be used to remove poison."
183,"Superantipoison(2)",True,86,129,"2 doses of super antipoison potion."
827,"Steel javelin",True,9,14,"A steel tipped javelin."
181,"Superantipoison(3)",True,115,172,"3 doses of super antipoison potion."
2309,"Bread",False,4,7,"Nice crispy bread."
887,"Steel arrow(p)",True,4,7,"Venomous-looking arrows."
6034,"Supercompost",True,34,51,"Super-good for the smallest or largest of plants."
434,"Clay",False,0,0,"Some hard dry clay."
9141,"Steel bolts",True,3,4,"Steel crossbow bolts."
1209,"Mithril dagger",False,130,195,"A dangerous dagger."
6721,"Rusty scimitar",True,0,0,"A decent enough weapon gone rusty."
8926,"Bandana eyepatch",True,40,60,"Essential pirate wear."
10894,"Brain tongs",True,0,0,"Some tongs for use with brains."
10895,"Bell jar",True,0,0,"A bell jar for covering things."
10904,"Skull staple",True,"","","One skull staple."
8925,"Bandana eyepatch",True,40,60,"Essential pirate wear."
1329,"Mithril scimitar",False,416,624,"A vicious, curved sword."
6716,"Karamthulhu",True,0,0,"A sinister looking squid."
6718,"Fever spider body",True,0,0,"A diseased deceased Fever Spider. Handle with care."
1141,"Steel med helm",False,120,180,"A medium sized helmet."
1341,"Black warhammer",False,392,588,"I don't think it's intended for joinery."
353,"Raw mackerel",True,6,9,"I should try cooking this."
7884,"Troll bone",True,0,0,"This needs a good polish."
13483,"Ensouled troll head",True,153,230,"The creature's soul is still in here. I could reanimate it with Adept Reanimation."
359,"Raw tuna",False,16,24,"I should try cooking this."
1125,"Black platebody",False,1536,2304,"Provides excellent protection."
10999,"Goblin book",True,0,0,"A tattered goblin holy book."
7812,"Goblin skull",True,0,0,"This needs a good polish."
13447,"Ensouled goblin head",True,20,31,"The creature's soul is still in here. I could reanimate it with Basic Reanimation."
6801,"Goblin champion scroll",True,0,0,"It's a challenge from the Goblin Champion!"
4673,"Shadow diamond",True,100,150,"The Diamond of Shadow."
1656,"Sapphire necklace",False,420,630,"I wonder if this is valuable."
2566,"Ring of dueling(1)",True,510,765,"An enchanted ring."
950,"Silk",False,12,18,"It's a sheet of silk."
970,"Papyrus",True,4,6,"Used for making notes."
405,"Casket",True,20,30,"I hope there's treasure in it."
1185,"Rune sq shield",False,15360,23040,"A medium square shield."
1673,"Gold amulet (u)",False,140,210,"It needs a string so I can wear it."
4600,"Willow blackjack",True,240,360,"A handy little club made out of willow."
9080,"Suqah hide",True,24,36,"An untanned piece of Suqah hide."
9103,"A special tiara",True,12,18,"I'll be the talk of the town with this... maybe."
9079,"Suqah tooth",True,8,12,"The tooth, the whole tooth, and nothing but the tooth."
4699,"Lava rune",True,8,12,"A combined Earth and Fire Rune."
363,"Raw bass",True,16,24,"I should try cooking this."
10143,"Marrentill tar",True,0,0,"A thick, foul-smelling, tar-like substance with an orange tinge."
10581,"Keris",True,4000,6000,"A mystical-feeling dagger."
1535,"Map part",False,0,0,"A piece of the map to Crandor."
4850,"Ogre coffin key",True,40,60,"A key which opens coffins!."
7848,"Zogre bone",True,0,0,"This needs a good polish."
4812,"Zogre bones",True,0,0,"A pile of Zombie Ogre bones."
4834,"Ourg bones",True,0,0,"Ancient ogre bones from the ogre burial tomb."
4818,"Ogre artefact",True,0,0,"An ancient ogre artefact - resembling a heavy large helm."
4205,"Consecration seed",True,0,0,"This consecration seed looks grey and dead."
1119,"Steel platebody",False,800,1200,"Provides excellent protection."
3122,"Granite shield",True,22400,33600,"A solid stone shield."
1131,"Hardleather body",False,68,102,"Harder than normal leather."
1285,"Mithril sword",False,338,507,"A razor sharp sword."
7946,"Monkfish",True,92,138,"A tasty fish."
7158,"Dragon 2h sword",True,88000,132000,"A two-handed Dragon Sword."
5288,"Papaya tree seed",True,46,69,"Plant in a plantpot of soil to grow a sapling."
1783,"Bucket of sand",True,0,1,"One of the ingredients for making glass."
245,"Wine of zamorak",False,0,0,"An evil wine for an evil god."
3138,"Potato cactus",True,0,0,"How am I supposed to eat that?!"
6685,"Saradomin brew(4)",True,80,120,"4 doses of Saradomin brew."
5940,"Weapon poison(++)",True,172,259,"A vial of super strong weapon poison, for spears and daggers."
6016,"Cactus spine",True,0,0,"Don't prick yourself with this."
22671,"Kq head (tattered)",True,20000,30000,"Good enough for mounting on a wall, but not something a Slayer Master would be interested in. I should get it stuffed!"
12885,"Jar of sand",True,0,0,"It's just a jar of sand."
12647,"Kalphite princess",True,0,0,"Suggests there's a king nearby."
3849,"Rusty casket",True,0,0,"Looks old and rusty..."
5010,"Key",True,"","","The key you stole from Sigmund."
1438,"Air talisman",False,1,2,"A mysterious power emanates from the talisman..."
1177,"Steel sq shield",False,240,360,"A medium square shield."
7860,"Snake spine",True,0,0,"This needs a good polish."
530,"Bat bones",True,0,0,"Ew it's a pile of bones."
1335,"Iron warhammer",False,69,103,"I don't think it's intended for joinery."
6333,"Teak logs",True,12,18,"Some well-cut teak logs."
1191,"Iron kiteshield",False,95,142,"A large metal shield."
2114,"Pineapple",True,0,1,"It can be cut up into something more manageable with a knife."
13486,"Ensouled horror head",True,161,241,"The creature's soul is still in here. I could reanimate it with Adept Reanimation."
8901,"Black mask (10)",True,1200,1800,"A magic cave horror mask."
4160,"Broad arrows",True,24,36,"Arrows with a wider than normal tip."
823,"Adamant dart tip",True,14,21,"A deadly-looking dart tip made of adamant - needs feathers for flight."
46,"Pearl bolt tips",True,4,7,"Pearl bolt tips."
7959,"Heavy box",True,4,6,"A box full of stolen Etceterian items."
3325,"Vampyre dust",True,0,1,"That used to be a vampyre!"
3024,"Super restore(4)",True,120,180,"4 doses of super restore potion."
1281,"Steel sword",False,130,195,"A razor sharp sword."
2405,"Carnillean armour",True,26,39,"Decorative armour; an heirloom of the Carnillean family."
7818,"Ram skull",True,0,0,"This needs a good polish."
7911,"Vulture wing",True,0,0,"This needs a good polish."
7893,"Experiment bone",True,0,0,"This needs a good polish."
3396,"Loar remains",True,0,0,"The remains of a deadly shade."
3398,"Phrin remains",True,0,0,"The remains of a deadly shade."
3400,"Riyl remains",True,0,0,"The remains of a deadly shade."
3402,"Asyn remains",True,0,0,"The remains of a deadly shade."
3404,"Fiyr remains",True,0,0,"The remains of a deadly shade."
7887,"Seagull wing",True,0,0,"This needs a good polish."
1480,"Rock",True,0,0,"A chunk of rock."
1385,"Staff of earth",False,600,900,"A Magical staff."
1381,"Staff of air",False,600,900,"A Magical staff."
4502,"Bearhead",True,0,0,"Quite ferocious looking."
2876,"Raw chompy",True,34,51,"I need to cook this first."
13071,"Chompy chick",True,"","","A small boisterous bird, a delicacy for ogres."
10176,"Silver feather",True,0,0,"An intricate feather crafted from a silver-coloured metal of some sort."
808,"Steel dart",True,4,6,"A deadly throwing dart with a steel tip."
9145,"Silver bolts",True,2,3,"Silver crossbow bolts."
1081,"Iron plateskirt",False,112,168,"Designer leg protection."
11371,"Steel hasta",True,130,195,"A steel-tipped, one-handed hasta."
9419,"Mith grapple",True,0,0,"A mithril grapple tipped bolt with a rope."
857,"Yew shortbow",True,320,480,"A shortbow made out of yew, still effective."
865,"Steel knife",True,4,6,"A finely balanced throwing knife."
7836,"Rat bone",True,0,0,"This needs a good polish."
7824,"Giant rat bone",True,0,0,"This needs a good polish."
2323,"Apple pie",False,12,18,"Mmm Apple pie."
9016,"Gorak claws",True,60,90,"Oversized nail clippings."
3226,"Raw rabbit",True,8,12,"Might taste better cooked."
7896,"Rabbit bone",True,0,0,"This needs a good polish."
1343,"Mithril warhammer",False,664,996,"I don't think it's intended for joinery."
1759,"Ball of wool",False,0,1,"Spun from sheeps' wool."
1201,"Rune kiteshield",False,21760,32640,"A large metal shield."
6805,"Lesser demon champion scroll",True,0,0,"It's a challenge from the Lesser Demon Champion!"
12934,"Zulrah's scales",True,8,12,"Flakes of toxic snakeskin."
3204,"Dragon halberd",True,100000,150000,"A dragon halberd."
3000,"Snapdragon",True,23,35,"A powerful herb."
267,"Dwarf weed",True,28,42,"A powerful herb."
2998,"Toadflax",True,19,28,"A useful herb."
5289,"Palm tree seed",True,101,152,"Plant in a plantpot of soil to grow a sapling."
12922,"Tanzanite fang",True,44000,66000,"Maybe you could use a chisel to fletch this into a blowpipe."
5290,"Calquat tree seed",True,136,204,"Plant in a plantpot of soil to grow a sapling."
5317,"Spirit seed",True,0,0,"Plant this in a plantpot of soil to grow a sapling."
6289,"Snakeskin",True,20,30,"Nicely tanned skin from a snake."
12938,"Zul-andra teleport",True,4,6,"Teleports you to Zul-Andra."
391,"Manta ray",True,80,120,"A rare catch."
9193,"Dragonstone bolt tips",True,266,400,"Dragonstone bolt tips."
5974,"Coconut",True,34,52,"It's a coconut."
13200,"Tanzanite mutagen",True,3800,5700,"Triggers mutation in a serpentine helm."
12936,"Jar of swamp",True,0,0,"This is my Swamp!"
12921,"Pet snakeling",True,0,0,"A slithering serpent spawn of Zulrah."
2297,"Anchovy pizza",False,24,36,"A pizza with anchovies."
809,"Mithril dart",True,10,15,"A deadly throwing dart with a mithril tip."
464,"Strange fruit",True,0,0,"I wonder what this tastes like?"
11995,"Pet chaos elemental",True,"","","D'aw look at the liddle..."
2337,"Raw oomlie",True,4,6,"Raw meat from the oomlie bird."
7878,"Terrorbird wing",True,0,0,"This needs a good polish."
117,"Strength potion(2)",False,5,7,"2 doses of Strength potion."
7872,"Fire giant bone",True,0,0,"This needs a good polish."
13474,"Ensouled giant head",True,127,191,"The creature's soul is still in here. I could reanimate it with Adept Reanimation."
6800,"Giant champion scroll",True,0,0,"It's a challenge from the Giant Champion!"
7875,"Ice giant ribs",True,0,0,"This needs a good polish."
1071,"Mithril platelegs",False,1040,1560,"These look pretty heavy."
1179,"Black sq shield",False,460,691,"A medium square shield."
1389,"Magic staff",False,80,120,"A Magical staff."
7869,"Moss giant bone",True,0,0,"This needs a good polish."
22374,"Mossy key",False,0,0,"A key to the lair of Bryophyta, the Moss Giantess."
3125,"Jogre bones",True,0,0,"Fairly big bones which smell distinctly of Jogre."
7845,"Jogre bone",True,0,0,"This needs a good polish."
6804,"Jogre champion scroll",True,0,0,"It's a challenge from the Jogre Champion!"
1533,"Grimy rogue's purse",True,0,0,"It needs cleaning."
5305,"Barley seed",True,0,1,"A barley seed - plant in a hops patch."
5307,"Hammerstone seed",True,0,1,"A Hammerstone hop seed - plant in a hops patch."
5308,"Asgarnian seed",True,1,1,"An Asgarnian hop seed - plant in a hops patch."
5306,"Jute seed",True,2,3,"A jute plant seed - plant in a hops patch."
5309,"Yanillian seed",True,2,3,"A Yanillian hop seed - plant in a hops patch."
5310,"Krandorian seed",True,3,4,"A Krandorian hop seed - plant in a hops patch."
20754,"Giant key",False,0,0,"An extraordinarily large brass key."
1337,"Bronze warhammer",False,18,28,"I don't think it's intended for joinery."
1929,"Bucket of water",False,2,3,"It's a bucket of water."
3801,"Keg of beer",True,100,150,"A lot of beer in a barrel."
1891,"Cake",False,20,30,"A plain sponge cake."
12954,"Dragon defender",True,27202,40804,"A defensive weapon."
1211,"Adamant dagger",False,320,480,"Short and deadly."
869,"Black knife",True,7,11,"A finely balanced throwing knife."
23522,"Mask of ranul",True,2000,3000,"A creepy mask worn during a blood moon."
1729,"Amulet of defence",False,510,765,"An enchanted emerald amulet of protection."
1931,"Pot",False,0,0,"This pot is empty."
6529,"Tokkul",True,0,0,"It's a token of some kind made from obsidian."
6522,"Toktz-xil-ul",True,100,150,"A razor sharp ring of obsidian."
6523,"Toktz-xil-ak",True,16000,24000,"A razor sharp sword of obsidian."
6528,"Tzhaar-ket-om",True,20000,30000,"A maul of obsidian."
13498,"Ensouled tzhaar head",True,202,304,"The creature's soul is still in here. I could reanimate it with Expert Reanimation."
6687,"Saradomin brew(3)",True,70,105,"3 doses of Saradomin brew."
11838,"Saradomin sword",True,52000,78000,"The incredible blade of an Icyene."
1289,"Rune sword",False,8320,12480,"A razor sharp sword."
13256,"Saradomin's light",True,13840,20760,"The starlight enlightens your mind to dispel the darkness of Zamorakian evil."
11785,"Armadyl crossbow",True,396000,594000,"A weapon originally developed for Armadyl's forces."
12651,"Pet zilyana",True,"","","Somehow a junior even though she's named after her spawn mother!"
11818,"Godsword shard 1",True,100000,150000,"A part of the Godsword blade."
7218,"Summer pie",True,56,84,"All the fruits of a very small forest."
237,"Unicorn horn",True,8,12,"This horn has restorative properties."
1105,"Steel chainbody",False,300,450,"A series of connected metal rings."
1257,"Mithril spear(p)",True,338,507,"A poisoned mithril tipped spear."
843,"Oak shortbow",False,40,60,"A shortbow made out of oak, still effective."
5626,"Adamant arrow(p++)",True,32,48,"Venomous-looking arrows."
2538,"Adamant fire arrow",True,1,1,"Arrows with adamant heads wrapped in oily cloth."
53,"Headless arrow",True,0,0,"A wooden arrow shaft with flights attached."
40,"Iron arrowtips",True,0,1,"I can make some arrows with these."
43,"Adamant arrowtips",True,16,24,"I can make some arrows with these."
1777,"Bow string",True,4,6,"I need a bow stave to attach this to."
687,"Broken arrow",True,0,0,"This must have been shot at high speed."
9179,"Steel crossbow",True,144,216,"A steel crossbow."
56,"Oak longbow (u)",True,32,48,"An unstrung oak longbow; I need a bowstring for this."
851,"Maple longbow",False,256,384,"A nice sturdy bow made out of Maple."
861,"Magic shortbow",True,640,960,"Short and magical, but still effective."
5619,"Mithril arrow(p+)",True,12,19,"Venomous-looking arrows."
11840,"Dragon boots",True,8000,12000,"These will protect my feet."
9075,"Astral rune",True,20,30,"Used for Lunar spells."
175,"Antipoison(3)",False,115,172,"3 doses of antipoison potion."
1319,"Rune 2h sword",False,25600,38400,"A two handed sword."
1275,"Rune pickaxe",False,12800,19200,"Used for mining."
11832,"Bandos chestplate",True,116004,174006,"A sturdy chestplate."
11812,"Bandos hilt",True,200000,300000,"Brimming with potential."
12650,"Pet general graardor",True,"","","Totally inaudible."
7054,"Chilli potato",True,5,7,"A baked potato with chilli con carne."
9741,"Combat potion(3)",True,64,96,"3 doses of combat potion."
1971,"Kebab",False,1,1,"A meaty kebab."
1313,"Black 2h sword",False,768,1152,"A two handed sword."
806,"Bronze dart",True,0,0,"A deadly throwing dart with a bronze tip."
3190,"Bronze halberd",True,32,48,"A bronze halberd."
3098,"Black claws",True,144,216,"A set of fighting claws."
6729,"Dagannoth bones",True,60,90,"These would feed a dogfish for months!"
3758,"Fremennik shield",True,2000,3000,"A shield worn by Fremennik warriors."
866,"Mithril knife",True,10,16,"A finely balanced throwing knife."
805,"Rune thrownaxe",True,176,264,"A finely balanced throwing axe."
1517,"Maple logs",False,32,48,"Logs cut from a maple tree."
810,"Adamant dart",True,26,39,"A deadly throwing dart with an adamant tip."
863,"Iron knife",True,1,1,"A finely balanced throwing knife."
12643,"Pet dagannoth supreme",True,"","","Wouldn't want that sleeping at the end of my bed."
6562,"Mud battlestaff",True,6800,10200,"It's a slightly magical stick."
12644,"Pet dagannoth prime",True,"","","Has the same temper as its father."
1193,"Steel kiteshield",False,340,510,"A large metal shield."
12645,"Pet dagannoth rex",True,"","","They do say if you like it you should put a ring on it."
3757,"Fremennik blade",True,2000,3000,"A sword used only by Fremennik warriors."
8851,"Warrior guild token",True,0,0,"Warrior Guild Token."
1067,"Iron platelegs",False,112,168,"These look pretty heavy."
1165,"Black full helm",False,422,633,"A full face helmet."
8844,"Bronze defender",True,0,0,"A defensive weapon."
1436,"Rune essence",False,1,2,"An uncharged Rune Stone."
333,"Trout",False,4,6,"Some nicely cooked trout."
9010,"Top of sceptre",False,"","","Top half of a broken Sceptre."
4569,"Book page 1",True,"","","A missing page from Rolad's book! It seems to be the first one."
13459,"Ensouled scorpion head",True,98,148,"The creature's soul is still in here. I could reanimate it with Basic Reanimation."
13456,"Ensouled minotaur head",True,91,136,"The creature's soul is still in here. I could reanimate it with Basic Reanimation."
1205,"Bronze dagger",False,4,6,"Short but pointy."
9011,"Bottom of sceptre",False,0,0,"Bottom half of a broken Sceptre."
9008,"Left skull half",False,0,0,"Ooooh spooky!"
1207,"Steel dagger",False,50,75,"Short but pointy."
4310,"Ham boots",True,30,45,"HAM boots as worn by the Humans Against Monsters group."
4298,"Ham shirt",True,30,45,"The label says 'Vivid Crimson', but it looks pink to me!"
4302,"Ham hood",True,30,45,"Light-weight head protection and eye shield."
1739,"Cowhide",False,0,1,"I should take this to the tannery."
321,"Raw anchovies",False,6,9,"I should try cooking this."
697,"Damaged armour",True,0,0,"It would be hard to repair this!"
4308,"Ham gloves",True,30,45,"HAM gloves as worn by the Humans Against Monsters group."
1462,"Nature talisman",True,1,2,"A mysterious power emanates from the talisman..."
5516,"Elemental talisman",True,200,300,"A mysterious power emanates from the talisman..."
5509,"Small pouch",True,60,90,"A small pouch used for storing essence."
5521,"Binding necklace",True,570,855,"A necklace embedded with mystical power."
371,"Raw swordfish",False,32,48,"I should try cooking this."
349,"Raw pike",False,8,12,"I should try cooking this."
331,"Raw salmon",False,12,18,"I should try cooking this."
6665,"Mudskipper hat",True,0,0,"Fishy, damp and smelly."
6666,"Flippers",True,0,0,"Strangely uncomfortable flippers."
6668,"Fishbowl",True,0,0,"A fishless fishbowl."
7851,"Mogre bone",True,0,0,"This needs a good polish."
2138,"Raw chicken",False,0,0,"I need to cook this first."
958,"Grey wolf fur",True,20,30,"This would make warm clothing."
6814,"Fur",False,4,6,"This would make warm clothing."
7866,"Werewolf bone",True,0,0,"This needs a good polish."
1582,"Blamish oil",True,4,6,"Made from the finest snail slime."
3345,"Blamish myre shell",True,60,90,"A large 'Myre' coloured blamish snail shell, looks protective."
3367,"Fat snail",True,6,9,"The fat, slimy corpse of a deceased giant snail."
3349,"Blamish ochre shell",True,60,90,"A large muddy yellow coloured blamish snail shell, looks protective."
3353,"Blamish bark shell",True,60,90,"A large bark coloured blamish snail shell, looks protective."
7833,"Bat wing",True,0,0,"This needs a good polish."
23907,"Imbued tephra",True,40,60,"This is refined, imbued, and ready to go."
13465,"Ensouled unicorn head",True,106,160,"The creature's soul is still in here. I could reanimate it with Basic Reanimation."
7815,"Bear ribs",True,0,0,"This needs a good polish."
13462,"Ensouled bear head",True,104,156,"The creature's soul is still in here. I could reanimate it with Basic Reanimation."
1241,"Steel spear",True,130,195,"A steel tipped spear."
6798,"Earth warrior champion scroll",True,0,0,"It's a challenge from the Earth Warrior Champion!"
1428,"Mithril mace",False,234,351,"A spiky mace."
1641,"Ruby ring",False,810,1215,"A valuable ring."
355,"Mackerel",True,6,9,"Some nicely cooked mackerel."
1297,"Black longsword",False,384,576,"A razor sharp longsword."
10034,"Red chinchompa",True,64,96,"Even more volatile than its vegetarian counterpart."
2487,"Blue d'hide vambraces",True,1200,1800,"Vambraces made from 100% real dragonhide."
9337,"Sapphire bolts",True,14,22,"Sapphire tipped Mithril crossbow bolts."
20730,"Mist battlestaff",True,6200,9300,"It's a slightly magical stick."
1111,"Adamant chainbody",False,1920,2880,"A series of connected metal rings."
11373,"Mithril hasta",True,338,507,"A mithril-tipped, one-handed hasta."
867,"Adamant knife",True,26,39,"A finely balanced throwing knife."
11335,"Dragon full helm",True,60000,90000,"Protects your head and looks impressive too."
11465,"Prayer mix(2)",True,45,68,"Two doses of fishy Prayer potion."
11338,"Chewed bones",True,1400,2100,"The bones of a barbarian warrior, slain by vile dragons."
11337,"Mangled bones",True,400,600,"The bones of a barbarian warrior, slain by his fellow adventurers."
10937,"Nail beast nails",True,120,180,"The claws from a nail beast."
1035,"Zamorak monk top",False,16,24,"A robe worn by worshippers of Zamorak."
7576,"Snake corpse",True,0,0,"Like a snake only not alive."
4287,"Raw beef",True,0,0,"This raw beef is rancid."
7890,"Undead cow ribs",True,0,0,"This needs a good polish."
4289,"Raw chicken",True,0,0,"This raw chicken is rancid."
9683,"Dead sea slug",True,0,0,"Dead sea slug, very sticky."
6291,"Spider carcass",True,6,9,"Its creeping days are over!"
5341,"Rake",True,2,3,"Use this to clear weeds."
5345,"Gardening boots",True,10,15,"A pair of gardening boots."
5329,"Secateurs",True,2,3,"Good for pruning away diseased leaves."
13225,"Tzrek-jad",True,0,0,"This is not going to hurt... but it might tickle."
25778,"Infernal ashes",True,0,0,"A heap of ashes."
1079,"Rune platelegs",False,25600,38400,"These look pretty heavy."
5698,"Dragon dagger(p++)",True,9600,14400,"A powerful dagger."
11787,"Steam battlestaff",True,6800,10200,"It's a slightly magical stick."
11791,"Staff of the dead",True,400002,600003,"A ghastly weapon with evil origins."
12652,"Pet k'ril tsutsaroth",True,"","","Where did he even come from?"
11824,"Zamorakian spear",True,40002,60003,"An evil spear."
2311,"Burnt bread",False,0,0,"Nice crispy bread. Possibly too crispy."
1448,"Mind talisman",False,1,2,"A mysterious power emanates from the talisman..."
1947,"Grain",False,0,1,"Some wheat heads."
13453,"Ensouled imp head",True,62,93,"The creature's soul is still in here. I could reanimate it with Basic Reanimation."
6803,"Imp champion scroll",True,0,0,"It's a challenge from the Imp Champion!"
1361,"Black axe",False,153,230,"A sinister looking axe."
3192,"Iron halberd",True,112,168,"An iron halberd."
5670,"Bronze dagger(p+)",True,4,6,"This dagger is poisoned."
1309,"Iron 2h sword",False,112,168,"A two handed sword."
5625,"Mithril arrow(p++)",True,12,19,"Venomous-looking arrows."
2503,"Black d'hide body",True,5392,8088,"Made from 100% real dragonhide."
9244,"Dragonstone bolts (e)",True,425,637,"Enchanted Dragonstone tipped Runite Crossbow Bolts."
169,"Ranging potion(3)",True,115,172,"3 doses of ranging potion."
989,"Crystal key",True,60,90,"A mysterious key for a mysterious chest."
11826,"Armadyl helmet",True,115600,173400,"A helmet of great craftsmanship."
12649,"Pet kree'arra",True,"","","Is it a bird, is it... no it's a bird."
11810,"Armadyl hilt",True,200000,300000,"Brimming with potential."
7058,"Mushroom potato",True,18,27,"A baked potato with mushroom and onions."
6693,"Crushed nest",True,80,120,"A crushed bird's nest."
5678,"Rune dagger(p+)",True,3200,4800,"The blade is covered with a nasty poison."
13504,"Ensouled aviansie head",True,221,331,"The creature's soul is still in here. I could reanimate it with Master Reanimation."
577,"Blue wizard robe",False,6,9,"I can do magic better in this."
229,"Vial",False,0,1,"An empty glass vial."
540,"Druid's robe top",True,16,24,"I feel closer to the gods when I am wearing this."
538,"Druid's robe",True,12,18,"Keeps a druid's knees nice and warm."
1099,"Green d'hide chaps",False,1560,2340,"Made from 100% real dragonhide."
1135,"Green d'hide body",False,3120,4680,"Made from 100% real dragonhide."
13480,"Ensouled elf head",True,143,214,"The creature's soul is still in here. I could reanimate it with Adept Reanimation."
87,"Armadyl pendant",True,4,7,"Worn by followers of Armadyl."
5001,"Raw cave eel",True,6,9,"It's incredibly slimy."
10877,"Plain satchel",True,40,60,"I can keep my grub in here!"
10859,"Tea flask",True,0,0,"You can put nice, hot tea in it."
10878,"Green satchel",True,40,60,"I can keep my grub in here!"
223,"Red spiders' eggs",False,2,4,"Ewww!"
10879,"Red satchel",True,40,60,"I can keep my grub in here!"
10880,"Black satchel",True,40,60,"I can keep my grub in here!"
7566,"Raw jubbly",True,40,60,"The uncooked meat of a Jubbly bird."
10881,"Gold satchel",True,40,60,"I can keep my grub in here!"
10882,"Rune satchel",True,40,60,"I can keep my grub in here!"
1367,"Black battleaxe",False,499,748,"A vicious looking axe."
1083,"Steel plateskirt",False,400,600,"Designer leg protection."
1519,"Willow logs",False,16,24,"Logs cut from a willow tree."
5096,"Marigold seed",True,0,1,"A marigold seed - plant in a flower patch."
5098,"Nasturtium seed",True,4,6,"A nasturtium seed - plant in a flower patch."
5097,"Rosemary seed",True,1,2,"A rosemary seed - plant in a flower patch."
5099,"Woad seed",True,4,6,"A woad seed - plant in a flower patch."
5101,"Redberry seed",True,1,2,"A redberry bush seed - plant in a bush patch."
5102,"Cadavaberry seed",True,3,5,"A cadavaberry bush seed - plant in a bush patch."
5103,"Dwellberry seed",True,10,15,"A dwellberry bush seed - plant in a bush patch."
5291,"Guam seed",True,0,0,"A guam seed - plant in a herb patch."
9187,"Jade bolt tips",True,4,6,"Jade bolt tips."
9190,"Emerald bolt tips",True,13,19,"Emerald bolt tips."
9191,"Ruby bolt tips",True,26,40,"Ruby bolt tips."
